C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\center_2020_04_19_12_24_15_545.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\left_2020_04_19_12_24_15_545.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\right_2020_04_19_12_24_15_545.jpg,0,0,0,1.316561E-05
C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\center_2020_04_19_12_24_15_645.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\left_2020_04_19_12_24_15_645.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\right_2020_04_19_12_24_15_645.jpg,0,0,0,2.309492E-06
C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\center_2020_04_19_12_24_15_740.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\left_2020_04_19_12_24_15_740.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\right_2020_04_19_12_24_15_740.jpg,0,0,0,5.024865E-06
C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\center_2020_04_19_12_24_15_834.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\left_2020_04_19_12_24_15_834.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\right_2020_04_19_12_24_15_834.jpg,0,0,0,1.499387E-06
C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\center_2020_04_19_12_24_15_929.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\left_2020_04_19_12_24_15_929.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\right_2020_04_19_12_24_15_929.jpg,0,0,0,9.755266E-06
C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\center_2020_04_19_12_24_15_996.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\left_2020_04_19_12_24_15_996.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\right_2020_04_19_12_24_15_996.jpg,0,0,0,1.520987E-05
C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\center_2020_04_19_12_24_16_095.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\left_2020_04_19_12_24_16_095.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\right_2020_04_19_12_24_16_095.jpg,0,0,0,2.774306E-06
C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\center_2020_04_19_12_24_16_162.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\left_2020_04_19_12_24_16_162.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\right_2020_04_19_12_24_16_162.jpg,0,0,0,5.124624E-06
C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\center_2020_04_19_12_24_16_232.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\left_2020_04_19_12_24_16_232.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\right_2020_04_19_12_24_16_232.jpg,0,0,0,6.064113E-06
C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\center_2020_04_19_12_24_16_300.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\left_2020_04_19_12_24_16_300.jpg,C:\Users\Mr.Misan kumar\Desktop\AV Data\IMG\right_2020_04_19_12_24_16_300.jpg,0,0,0,9.090028E-06
